0,1,2,3,4,5,6,7,8,9,10,11,12,label
-282.53864,189.28026,9.699867,10.33751,10.88597,-12.734899,-9.586175,-9.509407,-16.788237,-18.043903,-12.106936,-6.4399414,-5.3570347,la
-422.41238,56.6767,-50.50539,-33.321644,-29.543497,-7.4207616,-10.922911,-4.2390304,-3.3959694,6.919408,8.854589,10.609642,7.6514254,la
-240.93967,137.4884,24.046825,11.441323,12.688393,10.933338,4.866782,14.669676,6.3741264,14.346703,4.030655,7.318324,0.24160723,la
-218.98128,209.94853,8.739305,-4.2092414,-15.976859,9.820935,-16.654562,11.040175,5.763007,3.311342,-3.6392014,6.4476647,-7.3221354,la
-388.29947,191.40013,-25.913923,-47.568104,-35.921288,-33.894516,-37.972313,-43.227146,-34.325024,-33.090527,-28.673412,-23.308111,-24.237469,la
-481.87872,162.59737,70.51977,18.202745,-3.0290675,-17.183691,-25.19501,-30.605019,-32.307266,-22.943653,-11.627805,-10.265166,-11.696306,la
-165.98999,95.62739,48.94027,33.20299,11.502489,11.115178,4.3227,11.916721,-10.572281,-7.5610046,-21.855299,-2.0355365,-8.655381,la
-32.58982,100.63073,-60.058228,72.24547,-26.659683,11.801294,-11.004538,-0.3801096,-1.1967416,-6.983501,-1.6910691,-1.5970414,-3.5724642,la
-389.38666,205.965,33.476856,-56.358063,-36.689594,-3.8619058,-15.024056,-35.995037,-30.903954,-15.823279,-13.820393,-17.50908,-13.863935,la
-363.67563,183.8725,-26.85979,-23.37515,-15.609034,-36.733654,-17.322172,-19.96749,-29.662222,-22.73755,-27.973553,-27.779545,-21.496916,la
-388.9684,183.4166,13.750909,66.536095,28.165226,21.90575,-4.6488037,-18.711885,-14.243973,-5.831637,0.5465663,-8.820265,-13.3515,la
-315.04828,177.54932,-137.1687,3.3857267,-44.850163,-49.125484,-17.50709,-51.472733,-12.075134,-26.497562,-30.677542,-0.70265454,-13.1675205,la
-331.2482,-6.9182653,-31.804728,-51.89556,19.523304,-22.496666,-5.2477,-4.022964,-22.169245,-10.77297,-33.10687,10.556602,-3.0789652,la
-226.94995,48.47456,-79.76804,-67.19476,-24.912516,3.9501355,-1.030955,-10.246556,-10.720939,-3.380476,-10.58129,-11.004041,-15.00978,la
-144.67389,119.88992,-38.38542,13.291561,-19.671345,-22.414148,-22.46133,-22.101957,-18.592226,-6.705956,-14.347436,-13.333875,-4.7789335,la
-135.34044,119.41977,-44.87582,14.9532795,-32.088455,-11.1597595,-24.971949,-16.151558,-23.782133,-18.723938,-25.45758,-13.169851,-17.653568,la
-386.46722,30.706795,-67.50738,3.7318733,-4.8260813,8.644347,-2.7594423,3.1639657,4.3499866,9.901517,-0.02031243,3.294466,-4.795168,la
-172.31944,75.93472,-87.77153,-40.125217,-27.372248,-13.153397,-15.623434,5.4259396,5.9612865,11.446223,-2.5492294,-5.3968697,-9.834003,la
-301.04755,245.43628,-1.5041306,-23.621454,3.3232138,-24.113201,-25.647137,-12.542341,-18.393343,-22.56981,-18.059723,-12.847282,-8.718836,la
-394.02283,193.33678,81.027596,27.895699,17.680597,10.371605,-7.014743,-15.035843,-14.354392,-14.260176,-11.135067,-12.408194,-17.333652,la
-368.1486,209.3991,10.321496,-20.293928,-9.992384,-18.08484,-29.866377,-38.810726,-43.381702,-42.32362,-24.836058,-17.644733,-27.015266,la
-388.55377,220.57994,78.34981,19.861004,11.419746,8.138549,2.3187044,-1.8863951,-2.8168528,-5.3324437,-10.424245,-13.573306,-14.955038,la
-461.39957,207.18878,-47.5387,-21.435673,-7.401515,-12.752317,1.6772201,5.7190595,-1.5291135,-0.55541563,-4.287618,-10.48437,-3.4569552,la
-494.1886,213.65956,18.441097,-14.065728,6.02976,-10.914487,-14.127825,-0.26151162,-4.5589423,-15.556649,-14.089786,-7.257615,-4.5041995,la
-458.19424,218.55922,39.88688,-15.095155,-1.5456164,-4.2905197,-7.667775,2.1675756,4.7601385,-3.831528,-9.099022,-7.0671453,-3.807738,la
-401.79492,209.14737,-4.957549,-4.2826767,-0.076084346,-13.716131,-4.977918,0.66558135,-1.8078523,-4.6471834,-5.3751597,-1.7128553,0.42458916,la
-127.91789,108.134514,-29.300774,7.6374536,-22.935019,-8.3550825,-23.118893,-16.386177,-19.059856,-10.108117,-18.090265,-11.472586,-14.932401,la
-169.94788,89.02902,-23.173233,21.31249,-11.934003,-6.696959,-19.343735,-12.172739,-16.121794,-9.648662,-11.041866,-5.106962,-9.676832,la
-252.07626,177.40436,-24.585836,12.805814,-9.854405,-11.513743,-18.449553,-14.593661,-8.843287,2.5860753,-7.152039,2.6519182,8.757782,la
-151.0801,123.766945,-113.373474,13.015674,-34.52312,0.26134205,-23.653511,-6.459751,-19.080393,-8.934194,-13.971128,-4.6404877,-8.806667,la
-250.87108,149.96826,-24.20354,39.878315,-1.5343512,6.6309443,-6.7378755,-3.5410607,-4.0351553,1.8686221,-7.809781,-7.3051653,-4.4368453,la
-223.57451,35.095882,-7.8603234,2.7985046,-29.501118,0.6780836,-10.57591,-13.873554,-9.4945755,3.2521815,-10.082999,-6.3345284,-9.656636,la
-256.40164,83.79201,-46.823906,43.13981,-23.294605,0.8428995,-21.538317,-4.641817,-2.1162534,1.7558566,-14.840572,-24.880968,-23.271284,la
-325.80536,54.486565,11.065277,6.9696984,3.947495,1.2653128,-8.898888,6.433948,6.7341795,-0.36983207,-1.7022542,0.2873552,-4.8576093,la
-316.91803,93.354385,-86.15234,2.257329,-16.235292,-32.658497,-27.97916,-18.69493,-19.890638,-9.464827,-14.59975,-3.6761034,-3.7038898,la
-380.23975,103.62284,-68.68805,-8.126156,-21.250011,-49.902046,-54.612164,-25.021902,12.762014,11.176991,-6.428324,-4.277305,-15.833255,la
-296.08005,137.38315,33.41396,21.24557,-7.44514,-11.140915,-20.178267,-15.039609,-11.876982,-6.238025,-15.908354,-7.4510746,-7.749844,la
-292.1121,159.881,-41.118874,-3.9158494,-21.476725,-7.751848,-7.248238,-1.7757318,-5.0787044,0.85775197,1.2478926,7.0744724,-1.8606652,la
-222.62155,146.34467,-16.358122,6.912858,-18.042994,-18.261457,-23.968794,-8.329845,-8.634176,-8.628682,-21.85154,-19.980442,-14.408975,la
-308.55484,87.49988,-20.674067,4.732486,-4.573894,-16.000675,-2.6650975,12.212486,-10.820452,-11.552383,2.997725,4.415526,-10.187988,la
-237.1323,19.27463,-0.11498196,12.394504,-12.766124,-7.642424,-21.375458,-15.505932,-16.672419,-16.465574,-27.807905,-22.069689,-17.2844,la
-206.25809,28.995258,-20.33406,38.12459,19.101643,-9.220592,11.367243,28.708735,-20.827484,7.513105,13.413531,-14.011057,6.519194,la
-211.84271,66.83676,-149.96005,-52.784023,-44.8488,-20.389437,-36.790565,-13.588867,-21.671701,-7.1627793,-13.137001,-6.6205974,-11.062367,la
-180.37697,112.11628,4.3808737,27.216833,3.184332,-0.29602858,-6.964253,1.7064681,-6.726046,-3.0728538,-0.28171715,4.8474226,-0.5668381,la
-294.42053,83.822914,-8.489387,19.396513,-7.9237137,7.3453503,-12.420022,-3.6707897,-11.046538,1.6542319,-27.422482,-18.574265,-1.7601473,la
-325.23236,119.1769,10.300284,34.375343,-20.166016,-13.064901,0.3885829,7.472662,-6.1581573,-0.5736806,-10.582689,-14.851131,-19.697138,la
-347.21896,172.8582,12.907827,-0.8051726,-6.666854,-18.308392,-23.409397,-20.747559,-11.804876,-12.033788,-24.545357,-28.353252,-14.684506,la
-268.56247,152.56186,-57.702274,29.395205,28.245884,-7.937389,-38.84347,-9.018336,-4.6393857,-11.32944,-20.397808,-9.072393,5.253662,la
-366.03085,87.04328,21.122858,-57.097378,-34.581173,-2.133215,-50.202297,8.068241,-37.365993,1.1425049,-26.369698,-13.486732,-13.524605,la
-263.65195,-2.1010678,-120.70974,-42.83276,-89.021904,-32.781605,-50.188675,-8.3785,-19.2837,10.600317,-2.8820395,14.213874,0.6940171,la
-276.48483,174.28804,19.328663,34.36219,25.070543,12.242032,15.370587,13.323991,5.1644554,6.63375,3.0786383,2.3337836,0.5804049,la
-254.09396,110.296646,-136.56093,-26.353985,-76.02587,-35.372467,-51.177094,-35.829758,-31.903215,-24.383326,-17.540028,-13.519267,2.439797,la
-330.67377,81.54946,-59.8585,-2.6636944,-11.381273,-13.879849,-5.1120234,-4.8404016,-7.4792194,-3.7914412,-1.5951854,-0.9395896,-6.9898753,la
-264.34714,92.18365,-33.789906,9.907125,-14.139149,-12.52642,-1.9834414,7.6660495,-6.8856425,-3.4713676,-2.0076182,2.701472,-2.8526015,la
-156.80148,98.72719,-13.6090765,-0.16964069,-11.718293,-10.9787,-20.126944,-4.342297,-11.024936,-11.476183,-10.640088,-0.21736163,-15.611123,la
-218.07199,87.72231,1.256677,13.689715,-7.317988,-7.8552933,-4.571404,-4.358665,-13.1060705,-3.3969874,-3.1335487,-3.8417275,-7.2391396,la
-295.3057,66.12534,-54.35487,-4.8793736,6.019675,-4.1061306,-4.7324142,19.987907,1.134295,-2.7064025,0.71103776,10.43398,2.1119406,la
-156.41476,54.124237,4.466784,6.0733933,-8.407241,-4.149551,-15.3032675,-10.309279,-22.437286,-17.03298,-21.138252,-12.256106,-10.972694,la
-219.49576,91.38848,-18.26083,3.5903459,-9.26036,-13.121609,-6.7706285,2.9662814,-15.400439,-11.6012745,-1.6486784,7.2623124,-4.892985,la
-201.09459,74.43743,-1.0106776,52.76841,27.625326,-4.956635,14.77931,31.469393,-12.069586,9.496486,19.111032,-6.5083385,9.132003,la
-316.19592,54.805508,-11.003345,-0.87660944,-13.954873,-2.22503,-11.261793,-9.598297,5.5743823,4.890518,-10.40963,-13.495124,-11.926521,la
-203.70293,45.722187,-20.023314,-10.462727,-8.766466,-5.022156,-8.224952,-0.03630047,-9.687294,-7.3010893,-7.5018535,-3.335123,-0.63927335,la
-263.4355,45.85879,-12.060947,-20.514486,-25.821648,-6.1199045,-3.50199,8.505519,1.1981812,-1.9223957,-4.6083293,-8.331495,-7.7871246,la
-205.51752,73.48308,-11.866299,6.049031,-10.6287,-13.100301,-9.382485,1.2196683,-2.694813,-0.41771245,-7.0355663,-3.8839986,-4.8079615,la
-280.19928,136.82643,-43.48127,7.5185456,-29.270544,-21.95749,-22.22767,-11.563252,-10.04778,-16.464787,-15.897522,-22.571112,-24.534237,la
-378.79214,123.97367,-60.91438,-43.111526,-47.222584,-55.80124,-52.396984,-33.778,-6.8877587,10.008347,5.059834,1.8074611,1.1708272,la
-182.71584,95.66801,-9.857587,16.247862,9.934298,-0.90544087,-4.982977,5.885661,1.0678807,-1.5354881,-1.6158712,4.1918883,-4.2496076,la
-285.77167,87.77359,-38.347614,23.379547,-6.0396824,-7.4026217,-28.711456,-24.491592,-25.32487,-22.81457,-22.134655,-11.382259,-22.614384,la
-471.86887,65.468445,-54.271904,-57.683952,-37.2485,-12.20942,6.5837474,-22.216776,-2.7256825,27.394333,9.067165,11.525381,14.493196,la
-410.95065,109.8398,-39.766052,7.042791,-10.281115,-23.289188,-15.166532,-13.234903,-20.597055,-13.348425,-17.816895,-4.870441,-8.834973,la
-493.97644,53.103527,-23.420002,16.298378,-2.5623052,-65.75469,-18.733091,-22.701252,-23.011057,-12.119917,-4.9249067,12.900758,18.60111,la
-459.7367,107.10457,-45.459274,-39.565384,-36.957066,-43.503155,-41.821743,-27.255547,-26.590607,-24.442604,-8.981323,22.119741,38.923347,la
-344.34695,102.88721,-24.480524,-27.159885,-13.483944,-15.318712,7.6195054,-23.902666,-0.51168466,-15.32355,-31.16371,-20.551184,-25.24494,la
-452.38565,26.17143,-19.858839,-16.310993,9.960645,6.5215635,-32.450665,-35.55079,-12.658098,7.1452494,16.24051,14.004336,11.138115,la
-424.3957,51.11888,8.065743,-13.569095,-30.247322,-8.131479,-14.803512,-7.1001463,-0.87572294,13.838474,3.65897,10.169712,8.324469,la
-376.41574,109.80815,-10.111586,-17.983477,3.5530205,-23.666735,-14.919677,-3.064718,-9.970307,9.265833,-0.9936965,-3.4887705,-0.7753484,la
-339.7408,175.74536,-24.619553,-0.9163112,14.272617,-3.855098,-6.7524314,-6.558681,-5.624373,-9.241682,-9.851698,-7.3161006,-9.6934395,la
-305.05707,92.04715,-16.65221,29.30406,-32.280823,-6.1467595,-18.972967,-11.071974,-11.713056,2.247301,-0.20546824,-5.09699,6.819861,la
-295.6962,164.94229,1.6132675,-8.445803,-2.6056623,-7.166323,-14.966957,-9.5859785,-14.78589,-13.134879,-17.860167,-22.412209,-19.410955,la
-236.68211,117.92729,-12.258182,8.584518,-5.018921,-6.350309,-11.556505,-1.552937,-9.537185,-4.343396,-7.6836314,-0.3729028,-0.787488,la
-286.17957,156.95827,-32.601074,4.472387,12.805775,-5.7559843,-4.075975,-7.0136065,-6.6765194,-8.730472,-10.249332,-13.13097,-13.555899,la
-352.83884,170.79591,-3.765379,5.873116,8.930729,3.1198046,-26.582964,11.681299,-9.705402,-1.25568,-31.658972,-0.8229421,10.476676,la
-442.44708,110.69525,-19.88553,-24.687422,6.909246,-7.2348056,-51.51966,-67.366806,-36.03506,9.535331,29.719645,33.339424,32.896004,la
-418.53705,188.87271,53.5245,2.586697,16.248055,16.230062,2.584237,2.3643637,5.118992,-1.5163037,-7.26565,-5.3256164,-2.5572398,la
-484.13132,137.65654,8.145745,-34.89854,-60.981655,-51.59406,-38.979637,-16.647863,-4.164065,-19.9894,-17.554968,-18.162651,-20.536373,la
-299.48373,118.44447,-11.223401,26.684422,-0.097618446,37.194393,-18.23272,-4.4623795,-11.839938,18.284449,-2.6023996,-13.482861,-1.9664913,la
-295.38113,99.92855,-54.724873,36.95463,36.36765,18.90513,-0.49033922,-12.74556,-30.526709,-25.875868,-22.902155,-12.614879,-4.029908,la
-328.88284,159.08292,3.0971572,-24.246092,-21.16339,-29.95112,-28.186289,-23.999031,-18.875246,-16.081438,-18.997013,-20.310465,-16.772953,la
-250.20512,176.8734,-24.998137,11.689339,26.563753,8.956233,10.251892,8.450246,6.7194557,4.421002,3.6814332,3.8311796,1.9457664,la
-239.1915,99.5407,-18.491331,-6.6843386,-13.232956,-10.198799,-20.925488,-20.774475,-18.661558,-15.209673,-13.386255,-23.641619,-30.787457,la
-294.77628,105.39916,-21.058592,-3.7209656,3.20414,-2.724264,-11.295599,-11.540058,-11.274957,-16.8696,-19.593489,-18.437813,-26.437319,la
-319.9817,169.4355,52.408016,24.034147,11.452303,27.448368,13.337587,5.056569,6.6328583,4.019824,-2.7517858,-0.52697146,1.3514168,la
-412.69803,52.38986,-90.131355,-44.778923,-46.087612,-16.410818,20.562744,-42.748493,1.7743316,14.357279,4.71674,24.720552,13.731479,la
-384.741,56.64512,-89.875206,-48.23683,-43.23888,-14.065792,19.679583,-40.56637,2.9147756,12.148718,-1.1067655,16.21806,6.811084,la
-301.15295,103.423515,-8.515985,8.386066,-24.631823,-6.2235,-17.651987,-15.257998,-15.586506,-5.0423493,-16.70007,-5.061123,-4.8460317,la
-296.81683,148.57494,-72.966606,-8.701384,-21.774084,-62.22915,-42.550747,-30.566868,-31.412525,-26.669231,-21.658337,-17.503387,-9.5177555,la
-130.42178,99.42464,-59.19417,41.491535,-61.467094,-10.020132,-39.812004,-24.455011,-28.250076,-22.954918,-22.672644,-17.700212,-20.08971,la
-424.1153,139.4342,-32.122807,-16.009644,-13.4170685,-24.873629,-15.456162,-22.144285,-11.437422,-2.9051874,-20.709564,-17.087206,-0.17336476,la
-307.8684,197.8494,13.121338,1.1994649,5.2293625,-0.17195894,-1.8789407,-3.0661616,-13.234321,-17.180397,-17.593176,-18.539083,-21.216959,la
-165.0354,121.99196,3.2526948,15.420832,7.350264,6.8930044,1.2769349,2.4993806,-2.030707,0.3924513,-4.556757,-1.6920598,-6.164828,la
-335.08054,208.3562,-21.365852,7.028359,24.361881,-8.344049,-7.3960867,-9.999314,-17.000248,-13.299248,-7.963421,-3.316338,-3.3152492,la
-450.07605,162.30576,37.05354,6.3201346,13.393151,2.1924791,-7.443533,-8.638279,-10.820946,-12.103612,-7.6700087,-0.7028675,2.958646,la
-284.48016,203.58678,-6.670912,27.22817,7.668514,8.944023,5.591497,1.6748899,-2.5947256,2.447577,8.334592,0.9716923,0.003890151,la
-498.70578,196.3575,77.190285,13.850842,8.054372,10.956137,5.1165714,-4.679063,-11.32984,-9.844467,-3.9339366,-0.9393564,-1.876956,la
-451.10455,169.70877,66.61858,6.27134,-6.0499797,-7.854447,-10.772003,-11.621562,-11.983297,-12.7101,-10.888682,-5.570908,-1.0664511,la
-238.12564,146.10301,-43.84697,51.36386,0.07879303,2.1683488,-4.941102,-2.604324,-7.60192,-5.004112,-15.681246,-4.7613964,-3.3777225,la
-291.2259,126.4616,19.56452,50.753807,26.263758,-4.3958197,-0.35651273,-6.795361,-18.818422,-17.655289,-16.394503,-8.920251,-11.785244,la
